﻿ID	Value
htd306	ધરમપુરા\N-NNP રોડ\N_NN પર\PSP ભગવાન\N_NN બાલાજીનું\N-NNP ભવ્ય\JJ મંદિર\N_NN છે\V_VAUX  .\RD_PUNC
htd307	ધરમપુરા\N-NNP રોડના\N_NN બાલાજીના\N-NNP મંદિરમાં\N_NN તે\DM_DMR પ્રદેશમાં\N_NN જ\RP_RPD નહિ\RP_NEG પરંતુ\CC_CCD દેશના\N_NN અન્ય\QT_QTF ભાગોમાંથી\N_NN પણ\N_NN શ્રદ્ધાળુ\N_NN દર્શન\N_NN કરવા\V_VM આવે\V_VM_VF છે\V_VAUX  .\RD_PUNC
htd308	કેરળપ્રદેશ\N-NNP પર્યટકોમાં\N_NN ખૂબજ\RP_INTF લોકપ્રિય\JJ છે\V_VAUX  .\RD_PUNC
htd309	આથી\CC_CCD કેરળને\N-NNP  ગોડ્સ\N-NNP ઑન\N-NNP કન્ટ્રી\N-NNP એટલેકે\CC_CCD ભગવાનનું\N_NN પોતાનું\PR_PRF ઘર\N_NN નામથી\N_NN ઓળખવામાં\V_VM આવે\V_VM છે\V_VAUX  .\RD_PUNC
htd310	કેરળમાં\N-NNP અનેક\QT_QTF પ્રકારના\N_NN જોવાલાયક\JJ સ્થળ\N_NN છે\V_VAUX  .\RD_PUNC
htd311	કેરળના\N-NNP મુખ્ય\JJ જોવાલાયક\JJ સ્થળોમાં\N_NN મુખ્ય\JJ છે-\V_VM પર્વતના\N_NN ખીણપ્રદેશો\N_NN ,\RD_PUNC સમુદ્રકાંઠાના\N_NN પ્રદેશો\N-NNP ,\RD_PUNC જંગલો\N_NN ,\RD_PUNC યાત્રાધામો\N_NN વગેરે\RP_RPD .\RD_PUNC
htd312	આ\DM_DMD સ્થળોએ\N_NN દેશ\N_NN વિદેશથી\N_NN અસંખ્ય\QT_QTF પર્યટકો\N_NN ફરવા\V_VM માટે\PSP આવે\V_VM છે\V_VAUX  .\RD_PUNC
htd313	મુન્નાર\N-NNP ,\RD_PUNC નેલ્લિયાંપતિ\N-NNP ,\RD_PUNC પોન્મુટિ\N-NNP વગેરે\RP_RPD પર્વતીય\JJ પ્રદેશો\N_NN કોવલમ\N-NNP ,\RD_PUNC વર્કલા\N-NNP ,\RD_PUNC ચેરાયિ\N-NNP વગેરે\RP_RPD સમુદ્રકિનારા\N_NN ,\RD_PUNC પેરિયાર\N-NNP ,\RD_PUNC ઇરવિકુળમ\N-NNP વગેરે\RP_RPD અભયારણ્યો\N-NN ,\RD_PUNC કોલ્લમ\N-NNP ,\RD_PUNC અલપ્પુષા\N-NNP ,\RD_PUNC કોટ્ટયમ\N-NNP ,\RD_PUNC એરણાકુળમ\N-NNP વગેરે\RP_RPD સરોવરપ્રધાન\JJ ક્ષેત્રો\N_NN વગેરે\RP_RPD પર્યટકો\N_NN માટે\PSP આકર્ષણનું\N_NN કેન્દ્ર\N_NN છે\V_VAUX  .\RD_PUNC
htd314	ભારતીય\JJ તબીબીપદ્ધતિ\N_NN આયુર્વેદનું\N_NN પણ\CC_CCD પર્યટનક્ષેત્રમાં\N_NN મહત્ત્વનું\N_NN યોગદાન\N_NN છે\V_VAUX  .\RD_PUNC
htd315	રાજ્યની\N_NN આર્થિક\JJ વ્યવસ્થામાં\N_NN પણ\CC_CCD પર્યટનવિભાગે\N_NN નિર્ણાયાત્મક\JJ ભૂમિકા\N_NN બજાવી\V_VM છે\V_VAUX  .\RD_PUNC
htd316	ભારતના\N-NNP કેન્દ્રશાસિત\JJ પ્રદેશોમાં\N_NN દમણ\N-NNP અને\CC_CCD દીવ\N-NNP પણ\CC_CCD છે\V_VAUX  .\RD_PUNC
htd317	અરબસાગરની\N-NNP અપાર\JJ અગાઘ\JJ જળસમૃદ્ધિએ\N_NN એને\PR_PRL વ્યાપાર\N_NN અને\CC_CCD પર્યટનનું\N_NN મુખ્ય\JJ કેન્દ્ર\N_NN બનાવી\V_VM દીધું\V_VAUX છે\V_VAUX  .\RD_PUNC
htd318	દમણ\N-NNP અને\CC_CCD દીવમાં\N-NNP ખૂબ\QT_QTC નાના\JJ નાના\JJ દ્વીપ\N_NNછે\V_VAUX ,\RD_PUNC
htd319	પ્રાકૃતિક\JJ સૌંદર્ય\N_NN ,\RD_PUNC વિવિધ\JJ સંસ્કૃતિઓના\N_NN મેળા\N_NN તથા\CC_CCD સુંદર\JJ સમુદ્રતટોએ\N_NN દમણ\N-NNP અને\CC_CCD દીવને\N-NNP અદભૂત\JJ સૌંદર્યની\N_NN કૃપા\N_NN કરી\V_VM છે\V_VAUX  .\RD_PUNC
htd320	ગુજરાત\N-NNP અને\CC_CCD મહારાષ્ટ્રરાજ્ય\N-NNP નજીક\N_NST હોવાથી\V_VM અહીંના\N_NST પર્યટનવિભાગને\N_NN વિકસવા\V_VM માટેની\PSP તક\N_NN મળી\V_VM .\RD_PUNC
htd321	ઘણાં\QT_QTF સમય\N_NN સુધી\RP_RPD દમણ\N-NNP અને\CC_CCD દીવ\N-NNP પર\PSP પોર્ટુગીઝોનું\N-NNP શાસન\N_NN હતું\V_VM .\RD_PUNC
htd322	ત્યારબાદ\N_NST પોર્ટુગીઝોથી\N_NST આઝાદ\JJ કરાવીને\V_VM દમણ\N-NNP અને\CC_CCD દીવને\N-NNP ગોવા\N-NNP સાથે\PSP જોડી\V_VM દેવામાં\V_VM આવ્યું\V_VM .\RD_PUNC
htd323	ઈ.સ.\N_NN દમણ\N-NNP અને\CC_CCD દીવને\N-NNP એક\QT_QTC અલગ\JJ કેન્દ્રશાસિત\JJ પ્રદેશ\N_NN તરીકે\PSP સ્થાન\N_NN આપવામાં\V_VM આવ્યું\V_VAUX .\RD_PUNC
htd324	ભારતના\N-NNP મુખ્ય\JJ વ્યાવસાયિક\JJ કેન્દ્ર\N_NN મુંબઈથી\N-NNP દમણનું\N-NNP અંતર\N_NN લગભગ\RP_RPD કિલોમીટર\N_NN છે\V_VAUX  .\RD_PUNC
htd325	દમણ\N-NNP પૂર્વમાં\N_NST ગુજરાત\N-NNP રાજ્ય\N_NN અને\CC_CCD પશ્ચિમમાં\N_NST અરબસાગર\N-NNP સાથે\PSP જોડાયેલું\V_VM છે\V_VAUX  .\RD_PUNC
htd326	દમણની\N-NNP ઉત્તરે\N_NST  કોલાક\N-NNP  અને\CC_CCD દક્ષિણે\N_NST  કલાઈ\N-NNP  નદી\N_NN છે\V_VAUX  .\RD_PUNC
htd327	દમણનો\N-NNP પડોશી\JJ જિલ્લો\N_NN ગુજરાતનો\N-NNP વલસાડ\N-NNP જિલ્લો\N_NN છે\V_VAUX  .\RD_PUNC
htd328	દીવ\N-NNP ભારતનો\N-NNP એક\QT_QTC એવો\RP_RPD દ્વીપ\N_NN છે\V_VAUX ,\RD_PUNC જે\PR_PRL બે\N_NN પૂલો\N_NN દ્વારા\PSP જોડાયેલો\V_VM છે\V_VAUX  .\RD_PUNC
htd329	દીવ\N-NNP ગુજરાતના\N-NNP જૂનાગઢ\N-NNP જિલ્લા\N_NN સાથે\PSP જોડાયેલું\V_VM છે\V_VAUX  .\RD_PUNC
htd330	દમણ\N-NNP બે\QT_QTC ભાગમાં\N_NN  મોટી\N-NNP દમણ\N-NNP  અને\CC_CCD  નાની\N-NNP દમણમાં\N-NNP   વિભાજીત\JJ છે\V_VAUX  .\RD_PUNC
htd331	દમણના\N-NNP બે\QT_QTC ભાગને\N_NN જુદા\JJ કરનારી\V_VM નદી\N_NN દમણગંગા\N-NNP છે\V_VAUX  .\RD_PUNC
htd332	મોટી\JJ દમણમાં\N-NNP ઘણાં\QT_QTF જૂના\JJ દેવળ\N_NN છે\V_VAUX ,\RD_PUNC જેમાં\PR_PRL મુખ્ય\JJ દેવળ\N_NN  કૈથેડરલ\N-NNP બોલ\N-NNP જેસૂ\N-NNP  છે\V_VAUX  .\RD_PUNC
htd333	દમણના\N-NNP દેવળની\N-NNP દિવાલો\N_NN પર\PSP કરવામાં\V_VM આવેલું\V_VM ઈશુ\N-NNP ખ્રિસ્તના\N-NNP જીવન\N_NN સંબધિત\JJ ચિત્રકામ\N_NN અને\CC_CCD લાકડાનું\N_NN સુંદર\JJ નકશીકામ\N_NN પર્યટકોને\N_NN અહીં\N_NST આવવા\V_VM આકર્ષે\V_VM છે\V_VAUX  .\RD_PUNC
htd334	નાની\JJ દમણનું\N-NNP મુખ્ય\JJ આકર્ષણ\N_NN સંત\N_NN જૈરોમનો\N-NNP કિલ્લો\N_NN છે\V_VAUX  .\RD_PUNC
htd335	દમણનો\N-NNP જૈરોમકિલ્લો\N-NNP મોગલોના\N_NN આક્રમણથી\N_NN બચવા\V_VM માટે\PSP બનાવવામાં\V_VM આવ્યો\V_VM હતો\V_VAUX .\RD_PUNC
htd336	આ\PR_PRP ઉપરાંત\RP_RPD દમણના\N-NNP અન્ય\QT_QTF પર્યટન\N_NN સ્થળોમાં\N_NN બોમ\N-NNP જીસસ\N-NNP દેવળ\N_NN ,\RD_PUNC અવર\N-NNP લેડી\N-NNP ઑફ\N-NNP સી\N-NNP દેવળ\N_NN ,\RD_PUNC અવર\N-NNP લેડી\N-NNP ઑફ\N-NNP રેમીડિયોજ\N-NNP દેવળ\N_NNP ,\RD_PUNC પરગોલા\N-NNP ગાર્ડન\N_NNP ,\RD_PUNC અમ્યૂઝમેન્ટ\N-NNP પાર્ક\N_NNP ,\RD_PUNC દમણગંગા\N-NNP ટૂરિસ્ટ\N-NNP કોમ્પલેકસ\N_NN ,\RD_PUNC કાચીગામN-NNP ,\RD_PUNC\ સત્યસાગર\N_NNP ઉદ્યાન\N_NNP ,\RD_PUNC મિરાસોલ\N-NNP ગાર્ડન\N_NNP ,\RD_PUNC મિરાસોલ\N-NNP વોટર\N-NNP પાર્ક\N_NNP વગેરે\RP_RPD છે\V_VAUX  .\RD_PUNC
htd337	દમણની\N-NNP જમીનને\N_NN સ્પર્શતા\V_VM અરબસાગરે\N-NNP દમણને\N-NNP અપ્રતિમ\JJ પ્રાકૃતિક\V_VM સોંદર્ય\N_NN અને\CC_CCD હરિયાળી\N_NN આપી\V_VM છે\V_VAUX  .\RD_PUNC
htd338	દમણમાં\N-NNP બે\QT_QTC બીચ\N_NN દેવિકા\N-NNP અને\CC_CCD જૈમપોરે\N-NNP છે\V_VAUX  .\RD_PUNC
htd339	દેવિકાબીચ\N-NNP દમણથી\N-NNP પાંચ\QT_QTC કિલોમીટર\N_NN ઉત્તરમાં\N_NST છે\V_VAUX  .\RD_PUNC
htd340	દેવિકાબીચ\N-NNP બાળકોને\N_NN ખૂબ\QT_QTC જ\RP_RPD આકર્ષે\V_VM છે\V_VAUX કારણકે\CC_CCD અહીં\N_NST બાળકો\N_NN માટે\PSP પાર્ક\N_NN અને\CC_CCD અન્ય\QT_QTF સુવિધાઓ\N_NN છે\V_VAUX  .\RD_PUNC
htd341	નાની\JJ દમણમાં\N-NNP આવેલ\V_VM જૈમપોરેબીચ\N-NNP દમણનું\N-NNP જાણીતું\V_VM પ્રવાસસ્થળ\N_NN પણ\CC_CCD છે\V_VAUX  .\RD_PUNC
htd342	જૈમપોરે\N-NNP બીચનું\N_NN શાંત\JJ વાતાવરણ\N_NN પ્રેમીઓને\N_NN આકર્ષે\V_VM છે\V_VAUX  .\RD_PUNC
htd343	જૈમપોરે\N-NNP બીચના\N_NN શાંત\JJ વાતાવરણને\N_NN કારણે\N_NN મોટાભાગના\QT_QTF પ્રેમીપંખીડાં\N_NN અહીં\N_NST સ્વચ્છંદતાની\N_NN શોધમાં\N_NN આવે\V_VM છે\V_VAUX  .\RD_PUNC
htd344	તરવા\V_VM માટેનું\PSP જૈમપોરે\N-NNP બીચ\N_NN ખૂબ\QT_QTC જ\RP_RPD સારું\JJ સ્થળ\N_NN છે\V_VAUX  .\RD_PUNC
htd345	શું\PR_PRQછે\V_VAUX દીવમાં\N-NNP .\RD_PUNC
htd346	સેન્ટપોલ\N-NNP દેવળ\N_NNP ,\RD_PUNC દીવકિલ્લો\N-NNP ,\RD_PUNC પનીકોટાકિલ્લો\N-NNP ,\RD_PUNC ઘોઘલાબીચ\N-NNP ,\RD_PUNC ચિલ્ડ્રન\N-NNP પાર્ક\N_NN અને\CC_CCD સમરહાઉસ\N-NNP દીવના\N-NNP મુખ્ય\JJ પર્યટન\N_NN સ્થળ\N_NN છે\V_VAUX  .\RD_PUNC
htd347	નગોઆબીચ\N-NNP દીવનો\N-NNP અત્યંત\RP_INTF સુંદર\JJ બીચ\N_NN છે\V_VAUX  .\RD_PUNChtd997	ભારતના\N-NNP રાજા\N_NN અને\CC_CCD બ્રિટિશ\N-NNP શાસક\N_NN બધા\PR_PRP રવિ\N-NNP વર્મા\N-NNP પાસેથી\PSP ચિત્ર\N_NN બનાવવા\V_VM માટે\PSP અત્યંત\RP_INTF લાલચી\JJ રહેતા\V_VM હતા\V_VAUX  .\RD_PUNC
htd998	રાજમહેલનું\N_NN પ્રવેશદ્વાર\N_NN રાજા\N_NN રવિ\N-NNP વર્માની\N-NNP ચિત્રશાળા\N_NN આર્ટ\N-NNP ગેલેરી\N-NNP તરફ\PSP ખુલે\V_VM છે\V_VAUX  .\RD_PUNC
htd999	રાજમહેલના\N_NN પ્રવેશદ્વાર\N_NN પર\PSP બેસીને\V_VM રાજા\N_NN રવિ\N-NNP વર્મા\N-NNP ચિત્રરચના\N_NN કરતા\V_VM હતા\V_VAUX  .\RD_PUNC
htd1000	આ\DM_DMD જ\RP_RPD સ્ટુડિયોમાં\N_NN એમની\PR_PRL રચનાઓની\N_NN પ્રતો\N_NN સુરક્ષિત\JJ રાખવામાં\V_VM આવી\V_VAUX છે\V_VAUX  .\RD_PUNC
htd1	પેટ\N-NN દુખે\N_NN મળે\V_VM છે\V_VAUX .\RD_PUNC
htd1	ખંજવાળ\N-NN
htd1	ત્વચા\N-NN ચકામા\N_NN
htd1	ત્વચા\N-NN ફાટી\N-NN જવી\N-NN
htd1	છીંક\N-NN
htd1	ધ્રુજારી\N-NN
htd1	ઠંડી\N_NN					
htd1	સાંધાનો\N-NN દુખાવો\N_NN
htd1	પેટ\N-NN પીડા\N-NN
htd1	એસિડિટી\N-NN
htd1	જીભ\N-NN અલ્સર\N-NN
htd1	સ્નાયુઓનો\N-NN બગાડ\N-NN
htd1	ઉલટી\N-NN
htd1	થાક\N-NN					
htd1	વજન\N-NN વધારો\N-NN
htd1	હાથપગ\N-NN
htd1	વજનમાં\N-NN ઘટાડો\N-NN
htd1	બેચેની\N-NN   				
htd1	સુસ્તી\N-NN
htd1	ગળામાં\N-NN પેચો\N_NN
htd1	સુગર\N_NN
htd1	વધારે\N_NN તાવ\N_NN					
htd1	ડૂબી\N_NN આંખો\N_NN
htd1	શ્વાસ\N_NN
htd1	પરસેવો\N_NN					
htd1	શરીર\N_NN પાણી\N_NN
htd1	અપચો\N_NN
htd1	માથાનો\N_NN દુખાવો\N_NN
htd1	પીળી\N_NN ત્વચા\N_NN
htd1	શ્યામ\N_NN યુરિન\N_NN
htd1	ઉબકા\N_NN
htd1	ભૂખ\N_NN લાગવી\N_NN
htd1 	ચિંતા\N_NN
htd1 	મિજાજ\N_NN માં\N_NN બદલાવ\N_NN
htd1	ખાંસી\N_NN
htd1	આંખો\N_NN પાછળ\N_NN દુખાવો\N_NN
htd1	પીઠનો\N_NN દુખાવો\N_NN
htd1	કબજિયાત\N_NN
htd1	પેટનો\N_NN દુખાવો\N_NN
htd1	ઝાડા\N_NN
htd1	હળવો\N_NN તાવ\N_NN
htd1	પીળો\N_NN પેશાબ\N_NN
htd1	આંખો\N_NN પીળી\N_NN
htd1	તીવ્ર\N_NN યકૃત\N_NN નિષ્ફળતા\N_NN
htd1	પ્રવાહી\N_NN વધારે\N_NN
htd1	પેટમાં\N_NN સોજો\N_NN
htd1	લસિકા\N_NN પર\N_NN સોજો\N_NN
htd1	અસ્વસ્થતા\N_NN
htd1	અસ્પષ્ટ\N_NN અને\N_NN વિકૃત\N_NN દ્રષ્ટિ\N_NN
htd1	કફ\N_NN
htd1	ગળામાં\N_NN ખંજવાળ\N_NN
htd1	લાલાશ\N_NN આંખો\N_NN
htd1	સાઇનસ\N_NN દબાણ\N_NN
htd1	વહેતું\N_NN નાક\N_NN
htd1	સર્દીવાળું\N_NN નાક\N_NN
htd1	છાતીનો\N_NN દુખાવો\N_NN
htd1	અંગોમાં\N_NN નબળાઇ\N_NN
htd1	ઝડપી\N_NN ધબકારા\N_NN
htd1	આંતરડાની\N_NN હિલચાલ\N_NN દરમિયાન\N_NN પીડા\N_NN
htd1	લોહિયાળ\N_NN સ્ટૂલ\N_NN
htd1	ગુદામાં\N_NN ખંજવાળ\N_NN    
htd1	ગરદનમાં\N_NN પીડા\N_NN
htd1	ચક્કર\N_NN
htd1	ખેંચાણ\N_NN
htd1	ઉઝરડો\N_NN
htd1	સ્થૂળતા\N_NN
htd1	પગમાં\N_NN સોજો\N_NN
htd1	રક્તવાહિનીઓમાં\N_NN સોજો\N_NN
htd1	મોટું\N_NN થાઇરોઇડ\N_NN
htd1	બરડ\N_NN નખ\N_NN
htd1	હાથપગમાં\N_NN સોજો\N_NN
htd1	અતિશય\N_NN ભૂખ\N_NN
htd1	વધારાના\N_NN વૈવાહિક\N_NN સંપર્કો\N_NN
htd1	સૂકવણી\N_NN અને\N_NN કળતર\N_NN હોઠ\N_NN
htd1	અસ્પષ્ટ\N_NN બોલી\N_NN
htd1	ઘૂંટણની\N_NN પીડા\N_NN
htd1	હિપ\N_NN સાંધાનો\N_NN દુખાવો\N_NN
htd1	સ્નાયુની\N_NN નબળાઇ\N_NN
htd1	સખત\N_NN ગરદન\N_NN               
htd1	સાંધામાં\N_NN સોજો\N_NN
htd1	શરીર\N_NN જકડાઈ\N_NN જવું\N_NN
htd1	ચક્કર\N_NN આવવા\N_NN
htd1	સંતુલન\N_NN ગુમાવવું\N_NN
htd1	અસ્થિરતા\N_NN
htd1	એક\N_NN શરીરની\N_NN બાજુની\N_NN નબળાઇ\N_NN
htd1	મૂત્રાશયની\N_NN અગવડતા\N_NN
htd1	પેશાબની\N_NN ગંધ\N_NN
htd1	પેશાબ\N_NN સતત\N_NN લાગણી\N_NN        
htd1	વાયુઓ\N_NN પસાર\N_NN
htd1	આંતરિક\N_NN ખંજવાળ\N_NN
htd1	ઝેરી\N_NN દેખાવ\N_NN
htd1	હતાશા\N_NN
htd1	ચીડિયાપણું\N_NN
htd1	સ્નાયુ\N_NN પીડા\N_NN
htd1	બદલાયેલ\N_NN સેન્સરિયમ\N_NN
htd1	શરીર\N_NN પર\N_NN લાલ\N_NN ફોલ્લીઓ\N_NN
htd1	પેટમાં\N_NN દુખાવો\N_NN
htd1	અસામાન્ય\N_NN માસિક\N_NN સ્રાવ\N_NN
htd1	ડિસ્ક્રોમિક\N_NN પેચો\N_NN
htd1	આંખોમાંથી\N_NN પાણી\N_NN નીકળવું\N_NN
htd1	ભૂખ\N_NN વધારો\N_NN
htd1	પોલિરીઆ\N_NN
htd1	પારિવારિક\N_NN ઇતિહાસ\N_NN
htd1	મ્યુકોઇડ\N_NN ગળફામાં\N_NN
htd1	કાટવાળું\N_NN ગળફામાં\N_NN
htd1	એકાગ્રતા\N_NN અભાવ\N_NN
htd1	દ્રશ્ય\N_NN વિક્ષેપ\N_NN
htd1	લોહી\N_NN સંક્રામણ\N_NN 
htd1	અનસર્ટિલ\N_NN ઇન્જેક્શન પ્રાપ્ત\N_NN
htd1	કોમા\N_NN
htd1	પેટ\N_NN રક્તસ્ત્રાવ\N_NN
htd1	પેટનો\N_NN વિક્ષેપ\N_NN
htd1	દારૂ\N_NN પીવાના\N_NN ઇતિહાસ\N_NN
htd1	પ્રવાહી\N_NN ઓવરલોડ\N_NN
htd1	ગળફામાં\N_NN લોહી\N_NN
htd1	વાછરડા\N_NN પર\N_NN અગ્રણી\N_NN નસો\N_NN
htd1	ધબકારા\N_NN
htd1	પીડાદાયક\N_NN ચાલવું\N_NN
htd1	પરુ\N_NN ભરેલું\N_NN ખીલ\N_NN
htd1	કાળા\N_NN જખમ\N_NN
htd1	ચામડી\N_NN ઉખડવી\N_NN
htd1	નખ\N_NN માં\N_NN ખાડા\N_NN પાડવા\N_NN
htd1	નખમાં\N_NN બળતરા\N_NN
htd1	માથું\N_NN
htd1	થાક\N_NN
htd1	ફોલ્લો\N_NN
htd1	નાક\N_NN આસપાસ\N_NN લાલ\N_NN ચાંદા\N_NN
htd1	પીળો\N_NN પોપડો\N_NN
htd1	આઈ\JJ રહ્યો\V_VAUX જેવુ\JJ લાગતી\V_VAUX_VNP બદલાવ\N_NN
htd1	પેરોમિઝલ\N_NN પોઝિશનલ\N_NN વર્ટિગો\N_NN
htd1	અછબડાં\N_NN અસ્થિવા\N_NN આધાશીશી\N_NN આલ્કોહોલિક\N_NN હીપેટાઇટિસ\N_NN
htd1	ઇમ્પેટીગો\N_NN એડ્સ\N_NN એલર્જી\N_NN કમળો\N_NN
htd1	કાયમ\N_NN અતિશય\N_NN ફૂલેલી\N_NN નસો\N_NN
htd1	ક્રોનિક\N_NN કોલેસ્ટિસિસ\N_NN
htd1	ક્ષય\N_NN રોગ\N_NN
htd1	ખીલ\N_NN
htd1	ગેસ્ટ્રોએન્ટેરાઇટિસ\N_NN
htd1	ગેસ્ટ્રોએસોફેજલ\N_NN રિફ્લક્સ રોગ\N_NN
htd1	ટાઇફોઇડ\N_NN
htd1	ડાયાબિટીસ\N_NN
htd1	ડેન્ગ્યુ\N_NN
htd1	ડ્રગ\N_NN રિએક્શન\N_NN
htd1	ડ્રગ\N_NN રિએક્શન\N_NN
htd1	ન્યુમોનિયા\N_NN
htd1	પેપ્ટીક\N_NN અલ્સર\N_NN
htd1	પેશાબની\N_NN નળીઓનો\N_NN વિસ્તાર ચેપ
htd1	ફંગલ\N_NN
htd1	મેલેરિયા\N_NN
htd1	લકવો\N_NN
htd1	શ્વાસનળી\N_NN અસ્થમા\N_NN
htd1	સંધિવા\N_NN
htd1	સર્વાઇકલ\N_NN સ્પોન્ડિલોસિસ\N_NN
htd1	સોરિયાસીસ\N_NN
htd1	હરસ\N_NN દરદ\N_NN
htd1	હાઈપોગ્લાયકેમિઆ\N_NN
htd1	હાયપરટેન્શન\N_NN
htd1	હાયપરથાઇરોઇડિઝમ\N_NN
